MediCrush1017.xlsx - Sheet1
Drug ;Dose Form;Comment;RPH1;Date ;Reference;Available in liquid form;Gastric Feeding Tube (Recommendation) ;Volume to Mix;Time (minutes);Volume to Rinse; Jejunal Feeding Tube (Recommendation);Volume to Mix;Time (minutes);Volume to Rinse
Propranolol;Extended Released Capsule; swallow the capsule whole and not to chew it or break it apart;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018553Orig1s048s052lbl.pdf;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Inderal LA ;Extended released Capsule; swallow the capsule whole and not to chew it or break it apart;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018553Orig1s048s052lbl.pdf;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Indomethacin ER;Extended released Capsule;must be swallowed whole and not ;HN;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4e8a719-ef9c-a2ef-e053-2995a90ad788;Oral suspension available;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Inlyta ;Tablet;chewed, cut, or crushed;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/202324s016lbl.pdf;No;Dissolves quickly;10;1;10;Dissolves quickly;10;1;10
Axitinib;Tablet;chewed, cut, or crushed;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/202324s016lbl.pdf;No;Dissolves quickly;10;1;10;Dissolves quickly;10;1;10
Innopran XL ;Extended released Capsule;must be swallowed whole and not ;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021438s032lbl.pdf;No;Data not available;;;;Data not available;;;
Inqovi (Decitabine and Cedazuridine);Tablet;chewed, cut, or crushed;Hn;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212576s003lbl.pdf;NO;Data not available;;;;Data not available;;;
Intelence( Etravirine);Tablet;"swallow the INTELENCE tablet(s) whole with liquid such as water. Patients 
who are unable to swallow the INTELENCE tablet(s) whole may disperse the tablet(s) in water.";Hn;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022187s025lbl.pdf;No;Data not available;;;;Data not available;;;
Intermezzo ;Sublingual Tablet;NTERMEZZO should be placed under the tongue and allowed to disintegrate completely before swallowing. The tablet should not be swallowed whole;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022328s008lbl.pdf;No;Data not available;;;;Data not available;;;
Intuniv ;Extended Released Tablet;Do not crush, chew or break tablets before swallowing;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022037s019lbl.pdf;No;Not For Feeding Tube;;;;Not For Feeding Tube;;;
Guafanecine ER;Extended Released Tablat;Do not crush, chew or break tablets before swallowing;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022037s019lbl.pdf;Oral Solution available;Not For Feeding Tube;;;;Not For Feeding Tube;;;
Invirase (Saquinavir);Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020628s047,021785s023lbl.pdf;No;Data not available;;;;Data not available;;;
Invokamet XR ;Extended Released Tablet;Swallow whole. Never crush, cut, or chew;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204353s045,205879s022lbl.pdf;No;Not for Feeding Tube;-;-;-;Not for Feeding Tube;-;-;-
Invokana ;Tablet;Canadian manufacture recommendation;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204042s041s042lbl.pdf;No;Slow to dissolve. Requires acid to dissolve. See Discussion 3.;10;5;20;Not for FT;-;-;-
Canagliflozin;Tablet;Canadian manufacture recommendation;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204042s041s042lbl.pdf;No;Slow to dissolve. Requires acid to dissolve. See Discussion 3.;10;5;20;Not for FT;-;-;-
Iressa;Tablet;"Immerse IRESSA tablets in 4 to 8 ounces of water by dropping the tablet in water, and stir for approximately 15 minutes. 
Immediately drink the liquid or administer through a naso-gastric tube. Rinse the container with 4 to 8 ounces of water 
and immediately drink or administer through the naso-gastric tube.";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/206995s004lbl.pdf;No;Dissolves only in stomach acid;20;5;30;not for Jejunal Tubing;-;-;-
Gefitinib;Tablet;"Immerse IRESSA tablets in 4 to 8 ounces of water by dropping the tablet in water, and stir for approximately 15 minutes. 
Immediately drink the liquid or administer through a naso-gastric tube. Rinse the container with 4 to 8 ounces of water 
and immediately drink or administer through the naso-gastric tube.";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/206995s004lbl.pdf;No;Dissolves only in stomach acid;20;5;30;not for Jejunal Tubing;-;-;-
Isoptin SR (Verapamil);Extneded Released Tablet;ER tablet, Pharmacokinetic amorphous solid dispersion technology may be affected;HN;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6ae13cb4-0316-40d1-9216-c7d5556aaed3;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Isosorbide Dinitrate ER ;Extended Released Tablet;Tablet should not be chewed or crushed and should be swallow whole;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/075155Orig1s034lbl.pdf;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Isosorbide Dinitrate ;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b166eb5b-bad8-4663-9c05-1c43539dab2c;No;Dissolves quickly ;10;1;10;Dissolves quicky;10;1;10
Isorosorbide Mononitrate ER ;Extended Released Tablet;Tablet should not be chewed or crushed and should be swallow whole;HN;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd439861-2e23-4e0e-bcdc-48e2ebdc4943;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Isotretinoin;Capsule;Mucouse membrane irritant, teratogenic potential;HN;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1cf11710-f966-4529-8e08-02175f588bca;No;Data not available;;;;Data not available;;;
Isradipine;Capsule;Slow release;HN;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=acf7c376-6cb6-4857-b455-0bf5da29346c;No;Dissolve quickly, require extra rinse;10;1;20;Dissolve quickly, require extra rinse;10;1;20
Jalyn (Dutasteride and Tamsulosin);Capsule;Swallow capsule whole;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022460Orig1s011lbl.pdf;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Janumet XR (Sitagliptin and Metformin);Extended Released Tablet;Do not split, crush or chew JANUMET XR tablets.;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202270s026lbl.pdf;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Jaypirca (pirtobrutinib);Tablet;Swallow whole  with water, with or without food. Do not cut, crush, or chew tablets;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/216059s002lbl.pdf;No;Data not available;;;;Data not available;;;
Jentadueto XR (Linagliptin and Metformin);Extended Released Tablet;"Swallow whole; do not split, crush, dissolve, or chew ";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201281s035,208026s024lbl.pdf#page=24;No;Not for Feeding Tube;-;-;-;Not for Feeding Tube;-;-;-
Jornay PM (Methylphenidate);Extended released Capsule;Capsules may be swallowed whole or opened and the entire contents sprinkled onto applesauce;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209311s010lbl.pdf;Oral Solution available;Not For Feeding Tube;;;;Not For Feeding Tube;;;
Juxtapid (Lomitapide);Capsule;"swallow JUXTAPID
capsules whole. Capsules should not be opened, crushed, dissolved, or chewed.";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/203858s019lbl.pdf;No;Data not available;;;;Data not available;;;
Kadian (Morphine);Extended Released Capsule;ER. Do not give via NG tubes. May add contents to applesauce without crushing. Capsule disruption may cause a potentially fatal overdose;;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020616s025lbl.pdf;No;Not For Feeding Tube;;;;Not For Feeding Tube;;;
Kaletra ;Capsule;Film coated . Pharmacokinetic amorphous solid dispersion technology maybe affected. Pregnant women or women who may become pregnant should not handle crushed or broken tablets. Active ingredients surrounded by wax matrix to prevent health care exposure;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021226s049lbl.pdf;Yes;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Lopinavir and Ritonavir;Capsule;Film coated . Pharmacokinetic amorphous solid dispersion technology maybe affected. Pregnant women or women who may become pregnant should not handle crushed or broken tablets. Active ingredients surrounded by wax matrix to prevent health care exposure;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021226s049lbl.pdf;Yes;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Kalydeco (Ivacaftor);Tablet;Pharmacokinetic amorphous sollid dispersion technology maybe affected;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/203188lbl.pdf;Oral granule available;Data not available;;;;Data not available;;;
Kapsargo Sprinkle ;Extended released Capsule;;;8/6/2025;;No;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Kapvay ;Extended Released Tablet;Do not crush, chew or break tablet before swallowing.;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022331s021lbl.pdf;No;Not For Feeding Tube;;;;Not For Feeding Tube;;;
Kazano (Alogliptin and Metformin);Tablet;"KAZANO tablets must 
15 not be split before swallowing.";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203414s000lbl.pdf;No;Data not available;-;-;-;Data not available;-;-;-
Ketoprofen ER;Extended Released Tablet;Swallow the tablets whole. Do not chew, break, or crush tablets;;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=198a4140-f4c0-4478-9157-ee1d68d0bb96;No;Not For Feeding Tube;;;;Not For Feeding Tube;;;
Khedezla (Desvenlafaxine);Extended Released Tablet;Take tablets whole: Do not divide, crush, chew, or dissolve;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204683s000lbl.pdf;no;Not For Feeding Tube;;;;Not For Feeding Tube;;;
Kisqali (Ribociclib);Tablet;"KISQALI tablets should be swallowed whole (tablets should not be 
chewed, crushed or split prior to swallowing). No tablet should be ingested if it is broken, cracked, or otherwise not intact.";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209092s000lbl.pdf;no;Data not available;;;;Data not available;;;
Kisqali Femara Co-pack (Ribociclib and Letrozole);Tablet;"KISQALI tablets should be swallowed whole (tablets should not be 
chewed, crushed or split prior to swallowing). No tablet should be ingested if it is broken, cracked, or otherwise not intact.";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209935s000lbl.pdf;no;Not for Feeding tube;-;-;-;Not for Feeding tube;-;-;-
Potassium Chloride ;Extended Released Tablet;Patients having difficulty swallowing whole tablets may try one of the following. Break the tablet in half, and take each half separately with a glass of water. Place the whole tablet(s) in approximately 1 /2 glass of water.;;;;Oral solution available;Not for Feeding tube;-;-;-;Not for Feeding tube;-;-;-
Klor-Con (Potassium Chloride);Extended Released Tablet;Swallow tablets whole without crushing, chewing or sucking;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019123s036lbl.pdf;Oral solution available;Not for Feeding tube;-;-;-;Not for Feeding tube;-;-;-
Klor-Con M (Potassium Chloride) ;Tablet;Slow release, some strengths are scored . To make liquid, place tablet in 120ml of water. Disperse 2 minutes, stir;;8/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b89910f6-4ff5-4a62-8269-696f7c10e4f6;Oral solution available;Use oral solution;-;-;-;Use oral solution;-;-;-
Klor-Con Sprinkle ;Extended released Capsule;;;8/6/2025;;Oral solution available;Not for Feeding tube;-;-;-;Not for Feeding tube;-;-;-
K-Lyte/cl (potassium bicarbonate and potassium chloride);Effervescent Tablet;;;8/6/2025;;No;Not for Feeding tube;-;-;-;Not for Feeding tube;-;-;-
Kombiglyze XR (Saxagliptin and Metformin);Extended Released Tablet;Swallow whole. Never crush, cut, or chew;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200678s000lbl.pdf;No;Not for Feeding Tube;-;-;-;Not for Feeding Tube;-;-;-
Korlym (Mifepristone);Tablet;Swallow KORLYM whole. Do not split, crush or chew KORLYM tablets;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202107s008lbl.pdf;No;Data not available;;;;Data not available;;;
Koselugo (Selumetinib);Tablet;Swallow KOSELUGO capsules whole with water. Do not chew, dissolve or open capsule.;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213756s004lbl.pdf;No;Data not available;;;;Data not available;;;
Krazati (Adagrasib);Tablet;Swallow tablets whole with or without food;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/216340s005lbl.pdf;No;Data not available;;;;Data not available;;;
Krintafel (Tafenoquine);Tablet;Swallow tablets whole. Do not break, crush, or chew the tablets;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210795s001lbl.pdf;No;Data not available;;;;Data not available;;;
K-Tab (Potassium Chloride);Extended Released Tablet;Swallow tablets whole without crushing, chewing or sucking.;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018279Orig1s037lbl.pdf;Oral solution available;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Lamotrigine ER;Extended Released Tablet;Tablets must be swallowed whole and must not be chewed, crushed, or divided.;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022115s031s032lbl.pdf;Oral suspension available;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Lamictal XR ;Extended Released Tablet;Tablets must be swallowed whole and must not be chewed, crushed, or divided.;HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022115s031s032lbl.pdf;Oral suspension available;Not For Feeding Tube;-;-;-;Not For Feeding Tube;-;-;-
Lurasidone;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/200603s041lbl.pdf;No;Data not available;;;;Data not available;;;
Latuda (Lurasidone);Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/200603s041lbl.pdf;No;Data not available;;;;Data not available;;;
Lenvima (Lenvatinib);Capsule;"Swallow LENVIMA capsules whole at the same time each day with or without food 
[see Clinical Pharmacology (12.3)]. Do not crush or chew the LENVIMA capsules. Can compound into suspension.";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206947s032lbl.pdf;No;Data not available;;;;Data not available;;;
Fluvastatin;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020261s052,021192s026lbl.pdf;No;Data not available;;;;Data not available;;;
